A-,pour the white chocolate directly over the semisweet chocolate layer ;,将白巧克力直接倒入半甜巧克力层；,"verser le chocolat blanc, directement au - dessus de la couche de chocolat sucré;",die weiße Schokolade direkt über die halbsüße Schokoladenschicht gießen;,ホワイトチョコレートを直接にハーフ甘チョコレート層に入れます。
A-,spread evenly .,均匀铺开。,réparti uniformément.,gleichmäßig verteilt.,一様に押し広める。
A-,sprinkle the remaining crushed candy over the top *,把剩下的碎糖果洒在上面*,saupoudrer de candy broyés restants au top *,die restlichen zerstoßenen Süßigkeiten über die Oberseite streuen *,残りのお菓子を上にこぼします。
A-,and gently press in .,轻轻地按入。,et appuyez.,und sanft in.drücken,軽く押し込む。
A-,refrigerate *,冷藏*,réfrigérer *,Kühlen *,冷凍*
N-,until completely hardened .,直到完全硬化。,jusqu'à complètement durcies.,bis vollständig gehärtet.,完全に硬化するまで。
A-,remove from pan ;,从锅中取出；,retirer de la poêle.,aus der Pfanne entfernen;,鍋から取り出す
A-,break into small pieces to serve .,分成小块食用。,pause en petits morceaux pour servir.,zerlegen in kleine Stücke zu dienen.,小分けして食べる。
,,,,,
A-,line a baking sheet with waxed paper ;,用蜡纸在烤盘上划线；,la ligne une tôle à biscuits avec du papier ciré.,ein Backblech mit Wachspapier ausrichten;,蝋引きの紙でオーブンに線を引く。
A-,set aside .,放在一边。,mis de côté.,stillgelegt.,脇・腋に置く
N|,"in a medium bowl ,",在一个中等大小的碗里，,"dans un bol moyen,","in einer mittleren Schale,",中ぐらいの大きさのお椀の中で、
A-,"mix peanut butter ,",混合花生酱，,"mélanger le beurre d'arachide,","Erdnussbutter mischen,",ピーナッツソースを混ぜてください
A|,"butter ,",黄油，,"beurre,","Butter,",バター、
A|,"vanilla ,",香草，,"vanille,","Vanille,",ハーブ、
A|,and confectioners ' sugar with hands to form a smooth stiff dough .,以及用手将糖做成光滑、坚硬的面团。,et le sucre à glacer les mains pour former une pâte lisse et raide.,"und Konditoren''Zucker mit Händen zu einem glatten, steifen Teig.",そして砂糖を手で滑らかにして、固い生地を作ります。
A-,shape into balls using 2 teaspoons of dough *,用2茶匙面团做成球*,la forme en couilles en utilisant 2 cuillères à café de pâte *,Form in Bälle mit 2 -Teelöffel Teig *,ティースプーン2つでボールを作ります。
N|,for each ball .,每个球。,pour chaque balle.,für jeden Ball.,各ボール。
A-,"place on prepared pan ,",放在准备好的锅上，,"place sur pan,","auf vorbereitete Pfanne setzen,",用意した鍋に置いて、
A-,and refrigerate .,冷藏。,et le mettre au réfrigérateur.,und gekühlt.,冷凍します。
A-,melt shortening *,熔化缩短*,fondre le raccourcissement *,Schmelzen verkürzen *,融解短縮*
A|,and chocolate together in a metal bowl over a pan of lightly simmering water .,把巧克力放在一个金属碗里，放在一盘慢炖的水上。,et le chocolat ensemble dans une boule sur un pan de cuire à petit feu.,und Schokolade zusammen in einer Metallschüssel über einer Pfanne leicht siedendes Wasser.,チョコレートを金属のボウルに入れて、ゆっくり煮込んだ水の上にのせます。
A-,stir occasionally *,偶尔搅拌*,agiter de temps en temps *,gelegentlich rühren *,たまにかき混ぜます
N-,"until smooth ,",直到光滑，,"jusqu'au bon,","bis glatt,",滑らかになるまで、
A-,and remove from heat .,从高温中移除。,et retirer du feu.,und entfernen von der Hitze.,高温から取り除く。
A-,remove balls from refrigerator .,把球从冰箱里拿出来。,supprimer les couilles du réfrigérateur.,Entfernen Sie Kugeln aus Kühlschrank.,ボールを冷蔵庫から取り出す。
A-,"insert a wooden toothpick into a ball ,",把木制牙签插进球里，,"inscrire un cure - dent en boule de bois,","Stecken Sie einen hölzernen Zahnstocher in den Ball,",木の爪楊枝をゴールに入れて、
A-,and dip into melted chocolate .,蘸上融化的巧克力。,et de la sauce au chocolat fondu.,und in geschmolzene Schokolade tauchen.,とろけるチョコレートをつけます。
A-,"return to wax paper ,",回到蜡纸上，,retour de papier sulfurisé.,"zurück zu Wachspapier,",原紙に戻ります
N|,"chocolate side down ,",巧克力面朝下，,"côté au chocolat,","Schokoladenseite nach unten,",チョコレートは下を向いて、
A-,and remove toothpick .,然后取下牙签。,et enlever le cure - dents.,und Zahnstocher entfernen.,そして爪楊枝を外します。
N-,repeat with remaining balls .,对剩余的球重复上述步骤。,"je répète, les couilles.",Wiederholen mit restlichen Bällen.,残りのボールに対して上記の手順を繰り返します。
A-,refrigerate *,冷藏*,réfrigérer *,Kühlen *,冷凍*
N|,for 30 minutes to set .,准备30分钟。,pour 30 minutes.,für 30 Minuten bis zur Einstellung.,30分準備します。
,,,,,
A-,preheat oven to 400 degrees f ( 200 degrees c ) .,预热烤箱至400华氏度（200摄氏度）。,préchauffer le four à 400 degrés f (200 degrés c).,Vorwärmofen bis 400 Grad f () 200 Grad c).,予熱オーブンは400華氏度（200℃）まで。
A-,toss butternut squash with olive oil *,用橄榄油拌胡桃南瓜*,lance courge avec de l'huile d'olive *,Kürbis mit Olivenöl werfen *,胡桃かぼちゃをオリーブオイルで和えます。
A|,and garlic in a large bowl .,把大蒜放在一个大碗里。,et l'ail dans un grand bol.,und Knoblauch in einer großen Schale.,ニンニクをどんぶりに入れる。
A-,season with salt *,加盐调味*,assaisonner de sel *,mit Salz *,塩で味をつける*
A|,and black pepper .,还有黑胡椒。,et le poivre noir.,und schwarzer Pfeffer.,黒胡椒もあります。
A-,arrange coated squash on a baking sheet .,把涂好的南瓜放在烤盘上。,organiser des enduits de courges sur une tôle à biscuits.,den gestrichenen Kürbis auf einem Backblech anordnen.,塗ったカボチャをフライパンにのせます。
A-,roast in the preheated oven *,在预热过的烤箱里烤*,rôti au four préchauffé *,im vorgewärmten Ofen braten *,予熱したオーブンで焼く*
N-,until squash is tender *,直到南瓜变软*,jusqu'à ce que la courge est tendre *,bis Squash zart ist,かぼちゃが柔らかくなるまで*
N|,"and lightly browned ,",浅棕色，,"et légèrement doré,","und leicht gebräunt,",ライトブラウン、
N|,25 to 30 minutes .,25到30分钟。,de 25 à 30 minutes.,25 bis 30 Minuten.,25分から30分です。
,,,,,
N|,"in a medium bowl ,",在一个中等大小的碗里，,"dans un bol moyen,","in einer mittleren Schale,",中ボウルで。
A-,"combine the ground beef ,",把碎牛肉混合，,"combiner le boeuf haché,","das gemahlene Rindfleisch kombinieren,",牛を挽く。
A|,"egg ,",鸡蛋，,"l'oeuf,","Ei,",エッグ
A|,bread crumbs *,面包屑*,des miettes de pain *,Brotkrumen *,パン粉
A|,and onion .,还有洋葱。,et l'oignon.,und Zwiebel.,玉ねぎ。
A-,mix thoroughly *,充分混合*,mélanger soigneusement *,gründlich mischen *,完全に混合する
A-,and shape into golf ball - sized balls .,形成高尔夫球大小的球。,et la forme en balle de golf - boules de la taille.,und Form in Golfball - große Bälle.,ゴルフボールに形-ボール。
N|,"in a large skillet over medium heat ,",在大的平底锅里用中火加热，,"dans un grand poêlon à feu moyen,","in einer großen Pfanne über mittlerer Hitze,",中程度の熱の上に大きなフライパンで。
A-,gently brown the meatballs *,把肉丸轻轻地变成棕色*,doucement brown les boulettes *,die Fleischbällchen sanft braun *,穏やかに茶色のミートボール
A-,and set aside .,放在一边。,et mettre de côté.,und beiseite legen.,そして脇に置きなさい。
N|,"in a large saucepan ,",在一个大平底锅里，,"dans une grande casserole,","in einem großen Topf,",大きな鍋で
A-,"combine the brown sugar ,",混合红糖，,"combiner le sucre brun,","den braunen Zucker kombinieren,",ブラウンシュガー.
A|,"flour ,",面粉，,"farine,","Mehl, Mehl",小麦粉
A|,"water ,",水，,"de l'eau,","Wasser,",水
A|,white vinegar *,白醋*,vinaigre blanc *,Weißessig *,白酢
A|,and soy sauce .,还有酱油。,et la sauce de soja.,und Sojasauce.,醤油。
A-,mix thoroughly .,充分混合。,mélanger soigneusement.,gründlich mischen.,完全に混ぜる。
A-,add meatballs *,加肉丸*,ajouter la viande *,Fleischbällchen hinzufügen *,ミートボールを追加
A-,and bring to a boil .,然后煮沸。,et porter à ébullition.,und zum Kochen bringen.,そして、沸騰させる。
A-,reduce heat *,减少热量*,réduire la chaleur *,Wärme reduzieren *,熱を減らす
A-,"and simmer ,",还有席默，,"et laisser mijoter,","und simmer,",そして煮えくり返る。
A-,"stirring often ,",经常搅拌，,"comme souvent,","Rühren oft,",よくかき回す
N|,for 30 minutes .,30分钟。,pour 30 minutes.,für 30 Minuten.,30分です。
,,,,,
A-,preheat the oven to 350 degrees f ( 175 degrees c ) .,预热烤箱至350华氏度（175摄氏度）。,préchauffer le four à 350 degrés f (175 degrés c).,Vorwärmen des Ofens bis 350 Grad f () 175 Grad c).,350度F（175度C）にオーブンを予熱してください。
A-,heat oil in a frying pan over medium - high heat .,在煎锅中用中高温加热油。,faire chauffer l'huile dans une poêle sur moyen - élevé de chaleur.,Heizöl in einer Bratpfanne bei mittlerer - hoher Hitze.,ヒートオイルをフライパンで中火で加熱。
A-,season pork chops with salt *,盐拌猪排*,la saison des côtelettes de porc avec du sel *,Schweinekoteletts mit Salz würzen *,季節ポークチョップ塩で
A|,and pepper *,还有胡椒粉*,et le poivre *,und Pfeffer *,アンドペッパー
A-,and coat in flour .,然后涂上面粉。,et mon manteau dans la farine.,und mit Mehl beschichten.,小麦粉でコート。
A-,"brown pork chops on both sides ,",两边都是棕色的猪排，,"brown, côtelettes de porc, des deux côtés,","braune Koteletts auf beiden Seiten,",両側のブラウンポークチョップ。
N|,"3 to 5 minutes ,",3到5分钟，,"3 à 5 minutes,","3 bis 5 Minuten,",3～5分
A-,and transfer to a baking dish .,然后转移到烤盘上。,et le transfert d'un plat allant au four.,und auf eine Backschale übertragen.,焼いた料理に移す。
A-,melt butter in the same frying pan *,在同一个煎锅里融化黄油*,faire fondre le beurre dans la poêle.,Schmelzbutter in der gleichen Bratpfanne *,同じフライパンでバターを溶かす
A-,and cook mushrooms *,做蘑菇*,et la cuisine de champignons *,und Pilze kochen *,キノコ料理
N-,"until tender ,",投标前，,"jusqu'à ce que des appels d'offres,","bis zart,",入札まで
A-,"scraping the bottom of the pan ,",刮盘子的底部，,"en raclant le fond de la casserole,","die Unterseite der Pfanne kratzen,",鍋の底をこすり落とします。
N|,5 to 7 minutes .,5到7分钟。,de 5 à 7 minutes.,5 bis 7 Minuten.,5から7分。
A-,season with salt *,加盐调味*,assaisonner de sel *,mit Salz *,塩で味付けする
A|,and pepper .,还有胡椒粉。,et le poivre.,und Pfeffer.,胡椒。
A-,add mushroom soup *,加蘑菇汤*,ajouter les champignons *,Pilzsuppe hinzufügen *,マッシュルームスープ
A|,and sherry ;,还有雪利酒；,et sherry;,und Sherry;,シェリー；
A-,stir gravy *,搅拌肉汁*,remuer la sauce *,Soße rühren *,グラミーをかき立てる
N-,until well incorporated .,直到公司成立。,bien intégré.,bis zu gut eingearbeitet.,十分に組み込まれるまで。
A-,pour gravy over pork chops in the baking dish .,把肉汁倒在烤盘里的猪排上。,versez la sur les côtelettes de porc dans le plat.,Sauce über Schweinekoteletts in das Backgericht geben.,焼き皿にポークチョップの上に肉汁を注ぐ。
A-,cover with aluminum foil .,用铝箔覆盖。,couvrir avec du papier d'aluminium.,Deckel mit Alufolie.,アルミ箔で覆う。
A-,bake in the preheated oven *,在预热过的烤箱里烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N-,until chops are no longer pink in the center *,直到排骨中间不再是粉红色*,jusqu'à ce que les côtelettes sont plus rose dans le centre *,bis die Koteletts nicht mehr rosa in der Mitte sind *,チョップがセンターでもはやピンクでないまで
N|,"and an instant - read thermometer inserted into the center reads 145 degrees f ( 63 degrees c ) ,",插入中心的即时读数温度计读数为145华氏度（63摄氏度）。,"et, un instant - thermomètre inséré dans le centre se lit 145 degrés f (63 degrés c),","und ein in die Mitte eingestelltes - Lesethermometer liest 145 Grad f (63 Grad c),",そして、中心に挿入されたインスタント温度計は、145度F（63度C）を読み取る。
N|,about 35 minutes .,大约35分钟。,environ 35 minutes.,ca. 35 Minuten.,約35分。
A-,"remove aluminum foil ,",取下铝箔，,"enlever le papier d'aluminium,","Aluminiumfolie entfernen,",アルミ箔を取り除く
A-,"stir gravy ,",搅拌肉汁，,"remuer la sauce,","Soße rühren,",肉汁をかき混ぜる。
A-,and top pork chops with mozzarella cheese .,还有顶级猪排和马苏里拉奶酪。,et en haut des côtelettes de porc avec la mozzarella.,und Koteletts mit Mozzarella Käse.,そして、モッツァレラチーズでトップポークチョップ。
A-,return to the hot oven *,回到热烘箱*,retour au four chaud *,zurück zum heißen Ofen *,熱いオーブンに戻る
A-,and bake *,然后烘烤*,et faire cuire *,und backen *,そして焼く
N-,"until cheese is melted ,",直到奶酪融化，,"jusqu'à ce que le fromage fondu,","bis der Käse geschmolzen ist,",チーズが溶けるまで。
N|,3 to 5 minutes more .,还有3到5分钟。,3 à 5 minutes de plus.,3 bis 5 Minuten mehr.,3〜5分以上。
,,,,,
A-,preheat an oven to 350 degrees f ( 175 degrees c ) .,预热烤箱至350华氏度（175摄氏度）。,préchauffer le four à 350 degrés f (175 degrés c).,Vorwärmen eines Ofens bis 350 Grad f () 175 Grad c).,オーブンを350度F（175度C）に予熱します。
A-,"place the whole carrots into a baking dish ,",把整个胡萝卜放到烤盘里，,"placer l'ensemble des carottes dans un plat allant au four,","die ganzen Karotten in eine Backschüssel stellen,",全部のニンジンをベーキング皿に入れてください。
A-,and drizzle with olive oil .,再淋上橄榄油。,et les arroser avec de l'huile d'olive.,und Nieselregen mit Olivenöl.,そして、オリーブオイルで霧雨。
A-,mix *,混合*,mélanger *,mix *,ミックス
N-,until the carrots are completely covered with olive oil .,直到胡萝卜完全被橄榄油覆盖。,jusqu'à ce que les carottes soient complètement couvertes d'huile d'olive.,bis die Karotten vollständig mit Olivenöl bedeckt sind.,ニンジンが完全にオリーブオイルで覆われるまで。
A-,"pour on the honey ,",倒上蜂蜜，,"pour le miel,","auf den Honig gießen,",蜜を注ぐ。
A-,then season to taste with salt *,然后用盐调味*,puis assaisonner de sel *,dann mit Salz abschmecken *,それから、塩で味を味わってください
A|,and pepper ;,和胡椒粉；,et le poivre.,und Pfeffer;,アンドペッパー
A-,mix *,混合*,mélanger *,mix *,ミックス
N-,until evenly coated .,直到均匀涂抹。,jusqu'à ce que soient bien enrobées.,bis gleichmäßig beschichtet.,均一にコーティングされるまで。
A-,bake in the preheated oven *,在预热过的烤箱里烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N-,"until just tender ,",直到温柔，,"jusqu'à l'adjudication,","bis nur zart,",ちょうど優しいまで。
A-,"or cooked to your desired degree of doneness ,",或者烹饪到你想要的程度，,"ou cuits à votre degré souhaité d'doneness,","oder in Ihrem gewünschten Grad gekocht,",またはあなたの希望の程度に調理された。
N|,40 minutes to 1 hour .,40分钟到1小时。,40 minutes à 1 heure.,40 Minuten bis 1 Stunde.,40分から1時間。
,,,,,
A-,preheat oven to 350 degrees f ( 175 degrees c ) .,预热烤箱至350华氏度（175摄氏度）。,préchauffer le four à 350 degrés f (175 degrés c).,Vorwärmofen bis 350 Grad f (175 Grad c).,350度F（175度C）に予熱オーブン。
N|,"in a large bowl ,",在一个大碗里，,"dans un grand bol,","in einer großen Schüssel,",大きなボウルで。
A-,"combine sausage ,",混合香肠，,combiner les saucisses.,"Wurst kombinieren,",ソーセージ.
A|,biscuit baking mix *,饼干烘焙混合物*,biscuit baking mélanger *,Backmischung für Kekse *,ビスケットベーキングミックス
A|,and cheese .,还有奶酪。,et du fromage.,und Käse.,チーズ。
A-,form into walnut size balls *,形成核桃大小的球*,en boules de taille de noix *,Form in Nussbaumbälle *,クルミサイズのボールにフォーム*
A-,and place on baking sheets .,放在烤盘上。,et lieu sur des plaques de cuisson.,und auf Backbleche setzen.,そして、焼成シート上に配置します。
A-,bake in preheated oven *,入预热烤箱烘焙*,cuire au four préchauffé *,backen im vorgewärmten Ofen *,オーブンで焼く
N|,"for 20 to 25 minutes ,",20到25分钟，,"de 20 à 25 minutes,","für 20 bis 25 Minuten,",20から25分、
N-,until golden brown *,直到金棕色*,jusqu'à ce qu'ils soient dorés *,bis goldbraun *,ゴールデンブラウンまで
N|,and sausage is cooked through .,香肠烧穿了。,et saucisse est cuit.,und Wurst wird durch.,ソーセージを通して調理します。
,,,,,
A-,preheat oven to 375 degrees f ( 190 degrees c ) .,预热烤箱至375华氏度（190摄氏度）。,préchauffer le four à 375 degrés f (190 degrés c).,Vorwärmofen bis 375 Grad f (190 Grad c).,375度F（190度C）に予熱オーブン。
A-,grease cookie sheets .,给饼干片涂上油脂。,la graisse du papier sulfurisé.,Fett Cookie Sheets.,グリースクッキーシート.
N|,"in a large bowl ,",在一个大碗里，,"dans un grand bol,","in einer großen Schüssel,",大きなボウルで。
A-,"cream together the shortening ,",把起酥油挤在一起，,"crème ensemble le raccourcissement,","cream zusammen die Verkürzung,",クリーム一緒に短縮
A|,"peanut butter ,",花生酱，,"beurre de cacahuètes,","Erdnussbutter,",ピーナッツバター
A|,"brown sugar ,",红糖，,"sucre brun,","brauner Zucker,",ブラウンシュガー.
A|,and 1 cup white sugar *,一杯白糖*,et 1 tasse sucre blanc *,und 1 Becher Weißzucker *,1カップホワイトシュガー
N-,until smooth .,直到光滑。,jusqu'au bon.,bis glatt.,滑らかになるまで。
A-,"beat in the eggs one at a time ,",一次打一个鸡蛋，,"battre les œufs un à un,","schlagen in die Eier ein nach dem anderen,",卵を一度に一つずつ叩きなさい。
A-,and stir in the milk *,在牛奶里搅拌*,et ajouter le lait *,und die Milch einrühren *,ミルクをかき混ぜる
A|,and vanilla .,还有香草。,et la vanille.,und Vanille.,バニラ。
A-,"combine the flour ,",混合面粉，,"mélanger la farine, la","das Mehl kombinieren,",小麦粉を結合します。
A|,"baking soda ,",小苏打，,"le bicarbonate de soude,","Backpulver, Backpulver,",重曹
A|,and salt ;,和盐；,et le sel;,und Salz;,塩
A-,stir into the peanut butter mixture *,拌入花生酱混合物*,incorporer au mélange de beurre d'arachides.,in die Erdnussbutter -Mischung geben *,ピーナッツバター混合物に混ぜてください
N-,until well blended .,直到完全混合。,et bien mélanger.,bis gut vermischt.,ブレンドまで。
A-,"shape tablespoonfuls of dough into balls ,",把一汤匙面团做成球，,"des boules de pâte à modeler cuillerées à soupe,","geformte Esslöffel von Teig zu Kugeln,",ボールに生地の形の大さじ。
A-,and roll in remaining white sugar .,把剩下的白糖卷进去。,et roule en restant le sucre blanc.,und in verbliebenem Weißzucker wälzen.,残りの白砂糖をロールバックします。
A-,place cookies 2 inches apart on the prepared cookie sheets .,把饼干放在准备好的饼干纸上，间隔2英寸。,place des cookies 2 cm sur le prêt du papier sulfurisé.,legen Sie Cookies zwei Zentimeter auseinander auf die vorbereiteten Cookie -Blätter.,用意されたクッキーシートにクッキーを2インチ置く。
A-,bake *,烘焙*,cuire *,backen *,ベーク
N|,for 10 to12 minutes in the preheated oven .,在预热过的烤箱中放置10到12分钟。,de 10 à 12 minutes au four préchauffé.,für 10 bis 12 Minuten im vorgewärmten Ofen.,予熱オーブンで10〜12分。
A-,"remove from oven ,",从烤箱中取出，,"retirer du four,","aus dem Ofen entfernen,",オーブンから取り外します。
A-,and immediately press a chocolate kiss into each cookie .,然后立即在每一块饼干上压一个巧克力吻。,et immédiatement press un baiser au chocolat dans chaque cookie.,und sofort einen Schokoladenkuss in jeden Cookie drücken.,そしてすぐにそれぞれのクッキーにチョコレートキスを押します。
A-,allow to cool completely ;,完全冷却；,laisser refroidir complètement;,vollständig abkühlen lassen;,完全にクールに許可；
IV,the kiss will harden as it cools .,吻一冷却就会变硬。,le baiser se durcissent en refroidissant.,"Der Kuss verhärtet sich, wenn er kühlt.",それが冷えて、キスは硬化します。
,,,,,
A-,place rib roast on a plate *,把烤肋排放在盘子上*,place côte rôti sur une plaque *,Rippenbraten auf einem Teller platzieren *,板にリブローストをかける
A-,"and bring to room temperature ,",把温度调到室温，,"et ramener à la température de la pièce,","und auf Raumtemperatur bringen,",室温に戻します。
N|,about 4 hours .,大约4小时。,environ 4 heures.,ca. 4 Stunden.,約4時間。
A-,preheat an oven to 500 degrees f ( 260 degrees c ) .,预热烤箱至500华氏度（260摄氏度）。,préchauffer le four à 500 degrés f (260 degrés c).,Vorwärmen eines Ofens bis zu 500 Grad f () 260 Grad c).,オーブンを500度F（260度C）に予熱します。
A-,"combine butter ,",混合黄油，,"combiner le beurre,","Butter kombinieren,",コンバインバター
A|,"pepper ,",胡椒粉，,"pepper,","Pfeffer, Pfeffer",胡椒
A|,and herbes de provence in a bowl ;,普罗旺斯的赫伯在碗里；,et des herbes de provence dans un bol.,und herbes de provence in einer Schüssel;,そして、ボウルのプロバンスのハーブス;
A-,mix *,混合*,mélanger *,mix *,ミックス
N-,until well blended .,直到完全混合。,et bien mélanger.,bis gut vermischt.,ブレンドまで。
A-,spread butter mixture evenly over entire roast .,把黄油混合物均匀地涂在整个烤肉上。,tout se mélange uniformément au cours du beurre.,Butter gleichmäßig über den ganzen Braten verteilen.,全体のローストの上に均一にバター混合物を広げてください。
A-,season roast generously with kosher salt .,用粗盐调味烤。,saison rôti généreusement avec du sel kascher.,Saison Braten großzügig mit koscherem Salz.,コーラス塩でたっぷりのロースト。
A-,roast the 4 - pound prime rib ( see footnote if using a larger and smaller roast ) in the preheated oven *,在预热过的烤箱里烤4磅的上肋（如果用大的和小的烤肉，请参阅脚注）*,rôti de la 4 - livre côte (voir référence si l'utilisation d'un grand et petit rôti au four préchauffé *),"braten Sie die 4 -Pfund -Prime Rippe (siehe Fußnote, wenn Sie einen größeren und kleineren Braten) im vorgewärmten Ofen *",予熱オーブンで4 -ポンドプライムリブ（大規模でより小さいローストを使用する場合は脚注参照）をロースト
N|,for 20 minutes .,20分钟。,pour 20 minutes.,für 20 Minuten.,20分です。
A-,turn the oven off *,关掉烤箱*,éteindre le four *,den Ofen aus *,オーブンを切る
N|,"and ,",而且，,"et,","und,",および
A-,"leaving the roast in the oven with the door closed ,",把烤肉放在烤箱里，门关着，,"laissant le rôti au four avec la porte fermée,","der Braten im Ofen mit der Tür geschlossen,",ローストをオーブンでドアを閉めておく。
A-,let the roast sit in the oven *,把烤肉放在烤箱里*,laisse - le rôti dans le four.,Lass den Braten im Ofen sitzen,ローストをオーブンに入れてください
N|,for 2 hours .,持续2小时。,pour 2 heures.,für zwei Stunden.,2時間。
A-,"remove roast from the oven ,",把烤肉从烤箱中取出，,"supprimer rôti dans le four,","Entfernen Braten aus dem Ofen,",オーブンからローストを取り除いてください。
A-,"slice ,",切片，,"pizza,","Scheibe,",スライス
A-,and serve .,然后发球。,et servir.,und dienen.,とサーブ。
,,,,,
N|,"in a large bowl ,",在一个大碗里，,"dans un grand bol,","in einer großen Schüssel,",大きなボウルで。
A-,"sift together the flour ,",把面粉筛在一起，,"tamiser ensemble la farine,","das Mehl zusammensieben,",小麦粉をふるいにかける。
A|,"baking powder ,",烘焙粉，,"la poudre à pâte,","Backpulver, Backpulver",ベーキングパウダー
A|,salt *,盐*,salt *,Salz *,塩
A|,and sugar .,还有糖。,et le sucre.,und Zucker.,砂糖。
A-,make a well in the center *,在中心打井*,faire un bien au centre.,einen Brunnen in der Mitte *,中央に井戸を作る
A-,"and pour in the milk ,",把牛奶倒进去，,"et versez le lait,","und in die Milch gießen,",そしてミルクに注ぐ。
A|,egg *,鸡蛋*,oeuf *,Ei *,エッグ*
A|,and melted butter ;,融化的黄油；,et le beurre fondu;,und geschmolzene Butter,バターを溶かした。
A-,mix *,混合*,mélanger *,mix *,ミックス
N-,until smooth .,直到光滑。,jusqu'au bon.,bis glatt.,滑らかになるまで。
A-,heat a lightly oiled griddle *,加热抹了少许油的烤盘*,chauffer une poêle légèrement huilée *,ein leicht geöltes Gitter erhitzen *,軽く油を塗った格子を熱する
A|,or frying pan over medium high heat .,或者用中高温煎锅。,ou poêle à feu moyen - élevé.,oder Bratpfanne bei mittlerer Hitze.,またはフライパンで媒体の高い熱。
A-,pour *,倾诉*,pour *,gießen *,注ぐ
A-,"or scoop the batter onto the griddle ,",或者把面糊舀到烤盘上，,"ou scoop la pâte sur le gril,","oder den Teig auf das Gitter schaufeln,",または、打者をグリドルにスクープしてください。
N|,using approximately 1 / 4 cup *,使用大约1/4杯*,avec environ 1 / 4 tasse *,mit ca. 1 /4 Cup *,約1 / 4カップ*を使用*
N|,for each pancake .,每个煎饼。,pour chaque crêpe.,für jeden Pfannkuchen.,各パンケーキ。
A-,brown on both sides *,两边都是棕色*,brown sur les deux parties *,braun auf beiden Seiten *,両側のブラウン
A-,and serve hot .,热的端上来。,et servir chaud.,und servieren heiß.,そして暑い。
,,,,,
A-,melt 2 tablespoons butter in a skillet over medium heat .,将2汤匙黄油在平底锅中用中火融化。,fondre 2 cuillères à soupe de beurre dans une poêle à feu moyen.,Schmelzen 2 Esslöffel Butter in einer Pfanne bei mittlerer Hitze.,フライパンでバター大さじ2を中火で溶かします。
A-,add onions *,加洋葱*,ajouter les oignons *,Zwiebeln hinzufügen *,タマネギを加える
A|,and celery ;,芹菜；,et le céleri.,und Sellerie;,セロリ
A-,cook *,库克*,cook *,kochen *,コック
A-,and stir *,然后搅拌*,et remuez *,und rühren *,と攪拌
N-,"until golden brown ,",直到金棕色，,"jusqu'à ce que doré,","bis goldbraun,",ゴールデンブラウンまで
N|,about 6 minutes .,大约6分钟。,environ 6 minutes.,ca. 6 Minuten.,約6分。
A-,remove from heat .,远离热源。,retirer du feu.,entfernen von der Hitze.,熱から取り除く。
A-,"place bread cubes ,",放置面包块，,"place du pain en cubes,","Brotwürfel platzieren,",パンキューブを置く
A|,"poultry seasoning ,",家禽调料，,"les volailles d'assaisonnement,","Würze von Geflügel,",鶏肉調味料
A|,cooked onions *,熟洋葱*,cuit les oignons *,gekochte Zwiebeln *,タマネギ*
A|,"and celery ,",还有芹菜，,"et le céleri,","und Sellerie,",セロリ。
A|,"salt ,",盐，,"sel,","Salz,",塩
A|,and pepper in a mixing bowl .,把胡椒粉放在搅拌碗里。,et le poivre dans un saladier.,und Pfeffer in einer Mischschale.,ミキシングボウルでコショウ。
A-,pour in chicken broth .,倒入鸡汤。,versez dans du bouillon de poulet.,in Hühnerbrühe geben.,イントゥーチキンブロス。
A-,toss *,掷硬币*,- *,Wirf *,トス*
N-,until thoroughly blended .,直到完全混合。,jusqu'à bien mélangé.,bis gründlich vermischt.,完全にブレンドまで。
A-,let mixture rest *,让混合物休息*,laisser le mélange reste *,die Mischung ruhen *,混合残りさせる
N|,for about 15 minutes to allow broth to absorb into the stuffing .,大约15分钟，让肉汤吸收到填料中。,environ 15 minutes pour permettre d'absorber dans le bouillon de la farce.,"für etwa 15 Minuten, um Brühe in die Füllung aufzunehmen.",約15分は、スープを詰め物に吸収することができます。
A-,add egg yolk ;,加入蛋黄；,ajouter le jaune d'oeuf.,Eigelb hinzufügen;,卵黄を加える
A-,stir *,搅动*,mélanger *,Rühren *,攪拌する
N-,until evenly incorporated .,直到均匀结合。,jusqu'à également incorporées.,bis gleichmäßig eingearbeitet.,均等に組み込まれるまで。
A-,preheat oven to 375 degrees f ( 190 degrees c ) .,预热烤箱至375华氏度（190摄氏度）。,préchauffer le four à 375 degrés f (190 degrés c).,Vorwärmofen bis 375 Grad f (190 Grad c).,375度F（190度C）に予熱オーブン。
A-,line a rimmed baking sheet with parchment paper .,用羊皮纸把一张有边的烤盘包起来。,la ligne des tôles avec un papier parchemin.,mit Pergamentpapier ein gefedertes Backblech säubern.,パーチメント紙で縁焼きベーキングシート。
